,GC1-TT1,GC1-TT2,GC1-TT3,GC1-TT4,GC1-TT5,GC1-TT6,GC1-TT7,GC1-TT8,GC1-TT9,GC1-TT10,GC1-TT11,GC1-TT12,GC1-TT13,GC1-TT14,GC1-TT15,GC1-TT16,GC1-TT17,GC1-TT18,GC1-TT19,GC1-LN1,GC1-LN2,GC1-LN3,GC1-LN4,GC2-TT1,GC2-TT2,GC2-TT3,GC2-TT4,GC2-TT5,GC2-TT6,GC2-TT7,GC2-TT8,GC2-TT9,GC2-TT10,GC2-TT11,GC2-TT12,GC2-TT13,GC2-TT14,GC2-TT15,GC2-TT16,GC2-TT17,GC2-TT18,GC2-TT19,GC2-TT20,GC2-TT21,GC2-TT22,GC2-TT23,GC2-TT24,GC2-TT25,GC2-TT26,GC2-TT27,GC2-LN1,GC2-LN2,GC2-LN3,GC2-LN4,GC2-LN5,GC2-LN6,GC2-LN7,GC2-LN8,GC2-LN9,GC2-LN10,GC2-LN11,GC2-LN12,GC2-LN13,GC3-TT1,GC3-TT2,GC3-TT3,GC3-TT4,GC3-TT5,GC3-TT6,GC3-TT7,GC3-TT8,GC3-TT9,GC3-TT10,GC3-TT11,GC3-TT12,GC3-TT13,GC3-TT14,GC3-TT15,GC3-TT16,GC3-TT17,GC3-TT18,GC3-TT19,GC3-LN1,GC3-LN2,GC3-LN3,GC3-LN4,GC3-LN5,GC3-LN6,GC3-LN7,GC3-LN8,GC3-LN9,GC3-LN10,GC3-LN11,GC3-LN12
ATP1A2,0,2,0,0,5,0,0,0,0,5,4,0,1,5,0,0,0,4,7,2,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,4,0,0,0,0,4,0,0,1,0,0,0,1,0,1,1,1,0,8,0,0,0,0,0,3,3,0,0,0,4,10,0,7,0,3,0,0,4,0,20,0,0,0,0,1,16,0,0,0,0
ATP1A4,0,0,5,0,5,0,0,0,0,1,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,3,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0
CASQ1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
PEA15,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,10,0,0,0,0,0,0,0,0
DCAF8,0,0,2,1,2,1,27,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,5,0
PEX19,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
COPA,0,3,2,5,3,1,10,2,4,1,0,2,0,3,0,2,13,0,0,1,0,0,1,10,4,7,0,4,1,1,11,1,1,0,4,0,2,3,1,1,0,6,5,4,7,0,0,0,0,0,2,0,2,0,0,0,1,0,1,6,3,0,0,0,2,0,0,4,0,5,1,0,7,1,2,4,0,5,5,2,0,3,0,4,2,1,0,1,1,2,0,1,1,0
SUMO1P3,1,0,0,1,0,1,0,0,0,0,0,5,0,0,0,2,0,8,0,0,0,13,0,0,1,0,0,2,0,1,0,0,0,1,3,0,0,0,0,7,6,0,0,5,0,0,0,0,0,0,0,4,3,0,0,0,4,2,0,0,0,0,0,0,1,0,1,0,3,11,1,0,2,2,0,0,2,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,3,0
NCSTN,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,1,0,1,0,4,1,3,0,6,0,0,0,2,0,0,0,7,0,0,1,0,3,4,0,0,1,0,0,0,0,0,26,0,0,0,6,3,0,0,0,3,0,0,4,9,0,0,0,1,2,0,0,0,2,5,0,0
NHLH1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,9,0,6,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0
VANGL2,0,0,0,0,4,0,0,3,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,1,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SLAMF6,0,9,7,0,1,1,1,0,0,0,0,3,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,1,4,0,0,3,2,1,0,0,1
CD84,3,4,0,0,0,8,7,0,0,1,1,6,3,5,9,2,2,1,0,0,0,27,0,0,4,2,0,3,1,4,3,0,0,0,3,0,0,0,0,1,1,0,1,0,9,2,0,4,0,0,1,0,2,0,0,0,1,0,29,0,0,0,0,0,14,0,0,1,0,0,0,2,2,8,4,5,4,1,0,16,0,0,0,4,0,2,0,3,5,0,0,4,0,0
SLAMF1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,2,0,0,0,1,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
CD48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,2,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLAMF7,0,0,2,1,0,0,9,0,1,0,0,3,0,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0
LY9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,3,0,3,0,0,0,0,0,0,3,0,1,0,1,1,2,6,3,1,2,0,0,0,0,3,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,4,2,1,0,0,5,2,1,0,1,1,0,1,2,1,1,0,30
CD244,2,0,2,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ITLN1,0,0,0,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ITLN,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
F11R,1,1,2,2,0,3,0,0,0,3,2,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,1,0,0,4,0,5,2,0,3,0,7,8,0,1,2,0,0,6,11,0,0,6,0,0,0,3,1,2,0,0,0,0,0,0,1,0,0,0,7,0,1,1,0,3,1,0,0,6,18,0,0,7,5,0,0,0,0,2,0,2,0
TSTD1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
USF1,0,13,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ARHGAP30,0,1,0,19,1,0,81,0,22,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,4,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
PVRL4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,1,1,0,2,0,0,1,0
KLHDC9,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PFDN2,0,5,0,0,0,0,5,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NIT1,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
DEDD,0,0,0,0,0,0,23,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0
UFC1,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP21,0,0,0,1,0,0,2,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
PPOX,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
B4GALT3,0,0,1,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,7,0,1,0,0,9,0,0,0,0,1,0,5,0,0
ADAMTS4,8,0,0,0,0,0,1,0,0,0,18,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,1,1,4,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0
NDUFS2,7,0,4,10,0,0,3,0,0,0,0,0,0,9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,11,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0
FCER1G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOA2,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
TOMM40L,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR1I3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,5,0,2,0,2,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0
PCP4L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
MPZ,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,4,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,0,0
SDHC,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCGR2A,0,7,5,1,13,1,0,0,0,0,11,2,1,0,3,1,3,0,0,1,0,2,0,1,0,0,3,0,0,0,0,5,2,0,0,1,1,1,0,0,0,2,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,4,1,1,1,5,1,4,0,2,4,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0
HSPA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FCGR3A,0,1,0,0,0,1,0,0,0,0,2,17,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,1,4,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCGR2C,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
HSPA7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCGR3B,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,2,2,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCGR2B,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0
RPL31P11,0,8,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,5,0,0,2,0,0,0,0,0,0,0,0,1,3,2,0,2,0,0,1,2,1,1,0,0,1,2,0,0,0,0,1,0,0,0,5,0,0,0,0,0,18,2,2,0,0,5,6,0,3,0,1,0,1,0,0,0,0,1,0,17,0,3,0,0,0,0,0,2,0,0,0
FCRLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
FCRLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11
DUSP12,0,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0
ATF6,0,0,2,0,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,0,1,1,0,0,0,2,0,3,0,0,2,1,1,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,1,0,13,1,0,0,0,0,0,4,0,0,0,0
OLFML2B,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
NOS1AP,0,1,1,0,0,3,9,0,0,0,0,0,0,0,2,3,0,2,9,0,0,0,4,0,1,0,0,0,0,1,0,0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,4,0,2,2,2,0,0,0,4,0,0,0,1,0,0,0,0,1,7,0,0,3,0,0,2
C1orf111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SH2D1B,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UHMK1,4,0,0,8,1,2,5,2,0,2,0,1,5,0,8,7,6,1,0,4,0,1,1,0,6,11,0,7,4,13,5,1,2,3,6,2,1,2,4,6,2,3,7,12,1,11,2,2,1,0,1,0,5,6,0,0,14,2,0,0,0,0,3,0,1,1,2,8,0,23,0,1,6,3,0,3,1,1,0,0,1,0,3,7,3,9,2,9,1,0,1,0,1,0
UAP1,3,0,0,2,3,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,4,1,4,0,2,1,1,1,0,1,1,2,0,1,0,0,0,0,0,2,0,4,1,1,0,0,2,0,0,0,0,0,1,0,1,1,0,2,0,0,0,3,1,3,2,0,0,0,0,0,1,1,0,0,4,1,5,0,0,0,5,1,0,2,1,0,0,0,0
DDR2,3,4,0,1,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,9,0,1,0,0,0,0,1,0,1,0,0,0,2,0,3,0,1,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,7,0,0,6,0,0,0,0,1,0,1,1,0,1,3,0,4,0,0,3,0,0,0,0,0,0,2,0,0,0
HSD17B7,0,0,0,3,1,0,0,0,0,0,2,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C1orf110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RGS4,0,0,0,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,1,4,0,2,3,0,5,3,0,1,0,2,0,0,0,0,1,4,1,0,0,3,0,0,0,3,1,0,0,0,16,0,0,0,0,6,2,0,8,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
RGS5,0,0,0,4,0,0,14,0,10,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,1,1,1,1,5,0,3,1,2,0,1,3,3,1,0,0,0,6,0,8,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,5,1,0,1,0,0,0,0,0,1,6,1,1,0,1,3,1,2,0,0
NUF2,0,1,0,1,2,0,20,1,0,0,2,0,1,0,1,2,0,0,0,5,0,0,0,0,1,0,3,2,1,9,0,0,0,2,1,0,0,0,1,1,1,1,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,1,3,0,0,1,0,1,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0
